management,worklife,company,rank,culture,compensation,review,security,industry
3.6,3.9,Memorial Hermann,50,4,3.8,Typical work day for me begins with the establishment of facility services. Checking appointment slots throughout the day for reservations for therapy.,3.7,NA
3.6,3.9,Memorial Hermann,50,4,3.8,"this  is a place that have advancement, benefits, pto, and more. Work in department you desire. Management have problems which is the only negative ..",3.7,NA
3.7,3.9,Abbott Laboratories,47,3.9,4.1,Abbott was recently acquired by JNJ which will provide it with the leverage it was lacking to be a dominant player in the eye-care device market as well as OTC products. Bright near and medium term,3.6,Health Care
3.6,3.8,Texas Roadhouse,42,4,3.2,Very hardwork work with little pay and little hours. I worked hard for months with a promise of a pay increase and received nothing. Management was very laid back. Staff was diverse which i liked and costumers were friendly.,3.5,"Restaurants, Travel and Leisure"
3.7,4.1,ConocoPhillips,48,3.9,4.2,"ConocoPhillips was the nicest place I have ever worked.  They  have a company gym on 2 nearby campuses, making it convenient to work out.",3.4,Agriculture and Extraction
3.7,4.1,ConocoPhillips,48,3.9,4.2,"This position was filled with people who were well trained in procedure and safety policy. The company is very strict on staying with in the guide lines of all policies, including environmental.",3.4,Agriculture and Extraction
3.7,4.1,ConocoPhillips,48,3.9,4.2,Great job.,3.4,Agriculture and Extraction
3.7,4.1,ConocoPhillips,48,3.9,4.2,Overall COP is a good place to work but over the last several years it has changed quite a bit since I started 10 years ago not all of it has been good.,3.4,Agriculture and Extraction
3.7,4.1,ConocoPhillips,48,3.9,4.2,"Enjoyed working there.  The people were great to work with.  The management was descent, but didn't allow much growth opportunities unless you were on their track.",3.4,Agriculture and Extraction
3.7,4.1,ConocoPhillips,48,3.9,4.2,Worked for 3 years then laid off due to oil and gas fall. Just be sure you know what the intentions of your coworkers are and this was a place that was the text book example of its not what you know its who you know.,3.4,Agriculture and Extraction
3.7,4.1,ConocoPhillips,48,3.9,4.2,"ConocoPhillips offers fantastic pay and benefits and in general is a great place to work.  They have a large number of layoffs and asset sales which can sometimes impact the job culture and sense of security.  In fairness, they do what they can to relocate people and have always been good about offering severances in cases where they were not able to.",3.4,Agriculture and Extraction
3.7,4.1,ConocoPhillips,48,3.9,4.2,"Great company. Great management. Provided engineering and constructability support for ConocoPhillips projects in Alaska enhancing project execution success for current and future projects. Role included implementation of the Safety Through Design process during FEL1-3 phases of project development. Performed job site walk-downs during jobsite visits to provide information to the project team and resolve concerns. Supported the design team while working with operations, installation contractors and the project management team to facilitate resolving concerns.",3.4,Agriculture and Extraction
3.7,3.9,Trader Joe's,46,4.2,4.1,"Everyday was different at Trader Joes. The reason that i say that is because everyday was an experience of its own, working at Trader Joes is not your typical 9 to 5 job.",3.7,Retail
3.7,3.9,Trader Joe's,46,4.2,4.1,"Whether your shift is early, late or in between, TJ's has a work environment that is fun and interactive. The management realizes work loads and tries to give equality to all, while still urging quality service. The pace is fast but enjoyable. The benefits are great, like a 15 minute break on top of a lunch break every 8 hour shift, and health care benefits. The most enjoyable part is the environment. The customers can feel that the employees like their job. Trader Joe's looks for a certain quality of worker and it shows in the work environment. The work culture is all about happiness and kaizen, which means a continuous strive for improvement.",3.7,Retail
3.7,3.9,Trader Joe's,46,4.2,4.1,"Trader Joe's is a fun place to work out, not only do you open your horizon to great new healthy food but you also work with some pretty amazing people. Work is fast paced but makes the time fly.",3.7,Retail
3.7,3.9,Trader Joe's,46,4.2,4.1,Great environment to work in staff and members are very nice and helpful co workers are great. Fun people to work with and no drama. The temperature is always good,3.7,Retail
3.7,3.9,Trader Joe's,46,4.2,4.1,i got certified to drive electict pallet jack and to use a forklift. i was there for 4 1/2 months and had no problems with the hours but they kept messing wiyh ny pay .,3.7,Retail
3.7,4.1,Intuit,45,4.1,4.2,Best place Ive ever worked! They take really good care of their employees. Great job with plenty of perks.............................................,3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,Exciting work and excellent work/life balance.,3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,Training was concise and to the point. Staff was always helpful. Employees always willing to assist each other. Only downside was that it was seasonal.,3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,"Intuit has a good work-life balance for its employees and has a warm working atmosphere with good perks for fitness and healthy lunches. Management is good for most part except for the fact that they have lot of reorganizations happening now and then.Because of the changes that keep taking place, it sometimes gets hard to adjust to the transitions.",3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,"For the most part the company is great, however the support tend to get pretty tedious at times, since Tier II agents are misinformed about new updates and preferences with the software",3.4,Internet and Software
3.7,4.1,Intuit,45,4.1,4.2,"Intuit is a good place to work.  They value their employees and really gives back to the community. The workplace culture is good, everyone is respectable and get along nicely.  The facility has an on-site gym, basketball court and volleyball area.  Overall good place to work.",3.4,Internet and Software
3.8,4,Jackson Hewitt,39,3.8,3.3,I enjoyed working for this company I didn't feel under pressure when I was scheduled to work . The only con I will say about this job is that is a seasonal job since tax season is seasonal I wish it were longer months through out the year,3.3,Consulting and Business Services
3.7,3.8,"Marriott International, Inc.",49,4,3.7,"Marriott is an incredible company and culture to be a part of, however there are a few short-comings. For one, some teams tend to be micromanaged. IE, no autonomy.  Teams work in an agile function which, at times, can limit how creative teams are able to be when producing features. ",3.7,"Restaurants, Travel and Leisure"
3.7,3.8,"Marriott International, Inc.",49,4,3.7,I loved this job but disliked my managers because they were very unprofessional. I loveddd my work place and co workers they always treated me good. Food was excellent because it came straight from the left overs from multiple restaurants in the resort. Tips where great.,3.7,"Restaurants, Travel and Leisure"
